"","Num_episode","Title","Type","Year_launch","Rate","Votes","Saga","Airdate"
"453",453,"Itachi's Story - Light and Darkness: The Pain of Living","Mixed Canon/Filler","2016",7.2,237,"s20 Infinite Tsukuyomi: The Invocation","2016-03-17"
"454",454,"Itachi's Story - Light and Darkness: Shisui's Request","Mixed Canon/Filler","2016",8,253,"s20 Infinite Tsukuyomi: The Invocation","2016-03-24"
"455",455,"Itachi's Story - Light and Darkness: Moonlit Night","Mixed Canon/Filler","2016",8.3,616,"s20 Infinite Tsukuyomi: The Invocation","2016-04-07"
"456",456,"Itachi's Story - Light and Darkness: the Darkness of the Akatsuki","Mixed Canon/Filler","2016",8,252,"s20 Infinite Tsukuyomi: The Invocation","2016-04-14"
"457",457,"Itachi's Story - Light and Darkness: Partner","Mixed Canon/Filler","2016",8.3,260,"s20 Infinite Tsukuyomi: The Invocation","2016-04-21"
"458",458,"Itachi's Story - Light and Darkness: Truth","Mixed Canon/Filler","2016",8.4,387,"s20 Infinite Tsukuyomi: The Invocation","2016-04-28"
"459",459,"She of the Beginning","Manga Canon","2016",8.4,376,"s20 Infinite Tsukuyomi: The Invocation","2016-05-05"
"460",460,"Kaguya Otsutsuki","Mixed Canon/Filler","2016",7.6,249,"s20 Infinite Tsukuyomi: The Invocation","2016-05-12"
"461",461,"Hagoromo and Hamura","Mixed Canon/Filler","2016",8,254,"s20 Infinite Tsukuyomi: The Invocation","2016-05-19"
"462",462,"A Fabricated Past","Mixed Canon/Filler","2016",8.2,270,"s20 Infinite Tsukuyomi: The Invocation","2016-05-26"
"463",463,"The No. 1 Most Unpredictable Ninja","Manga Canon","2016",8.4,314,"s20 Infinite Tsukuyomi: The Invocation","2016-06-02"
"464",464,"Ninshu: The Ninja Creed","Filler","2016",7.7,217,"s20 Infinite Tsukuyomi: The Invocation","2016-06-09"
"465",465,"Ashura and Indra","Filler","2016",7.5,210,"s20 Infinite Tsukuyomi: The Invocation","2016-06-16"
"466",466,"The Tumultuous Journey","Filler","2016",7.5,208,"s20 Infinite Tsukuyomi: The Invocation","2016-06-30"
"467",467,"Ashura's Decision","Filler","2016",7.8,212,"s20 Infinite Tsukuyomi: The Invocation","2016-07-07"
"468",468,"The Successor","Filler","2016",8.2,255,"s20 Infinite Tsukuyomi: The Invocation","2016-07-21"
"469",469,"A Special Mission","Mixed Canon/Filler","2016",8,274,"s20 Infinite Tsukuyomi: The Invocation","2016-07-28"
"470",470,"Connecting Thoughts","Manga Canon","2016",8.3,444,"s20 Infinite Tsukuyomi: The Invocation","2016-08-04"
"471",471,"The Two of Them...Always","Mixed Canon/Filler","2016",8.4,328,"s20 Infinite Tsukuyomi: The Invocation","2016-08-11"
"472",472,"You Better...","Mixed Canon/Filler","2016",8.2,591,"s20 Infinite Tsukuyomi: The Invocation","2016-08-18"
"473",473,"The Sharingan Revived","Manga Canon","2016",8.5,744,"s20 Infinite Tsukuyomi: The Invocation","2016-08-25"
"474",474,"Congratulations","Manga Canon","2016",9.2,1334,"s20 Infinite Tsukuyomi: The Invocation","2016-09-01"
"475",475,"The Final Valley","Manga Canon","2016",8.2,706,"s20 Infinite Tsukuyomi: The Invocation","2016-09-08"
"476",476,"The Final Battle","Manga Canon","2016",9.3,1596,"s20 Infinite Tsukuyomi: The Invocation","2016-09-29"
"477",477,"Naruto and Sasuke","Manga Canon","2016",9.5,2780,"s20 Infinite Tsukuyomi: The Invocation","2016-09-29"
"478",478,"The Unison Sign","Mixed Canon/Filler","2016",9.2,1304,"s20 Infinite Tsukuyomi: The Invocation","2016-10-06"
"479",479,"Naruto Uzumaki!!","Mixed Canon/Filler","2016",8.6,862,"s20 Infinite Tsukuyomi: The Invocation","2016-10-13"
"480",480,"Naruto and Hinata","Filler","2016",7.4,309,"s21 Series","2016-10-20"
"481",481,"Sasuke and Sakura","Filler","2016",6.6,261,"s21 Series","2016-10-27"
"482",482,"Gaara and Shikamaru","Filler","2016",6.7,261,"s21 Series","2016-11-03"
"483",483,"Jiraiya and Kakashi","Filler","2016",6.8,259,"s21 Series","2016-11-10"
"484",484,"Sasuke’s Story - Sunrise, Part 1: The Exploding Human","Manga Canon","2016",7.4,313,"s21 Series","2016-12-01"
"485",485,"Sasuke's Story - Sunrise, Part 2: Coliseum","Manga Canon","2016",7.4,304,"s21 Series","2016-12-08"
"486",486,"Sasuke’s Story - Sunrise, Part 3: Fuushin","Manga Canon","2016",7.4,293,"s21 Series","2016-12-15"
"487",487,"Sasuke’s Story - Sunrise, Part 4: The Ketsuryugan","Manga Canon","2016",7.1,294,"s21 Series","2016-12-22"
"488",488,"Sasuke’s Story: Sunrise, Part 5: The Last One","Manga Canon","2017",8,356,"s21 Series","2017-01-05"
"489",489,"Shikamaru’s Story, A Cloud Drifting in the Silent Dark, Part 1: The State of Affairs","Manga Canon","2017",7.5,305,"s21 Series","2017-01-12"
"490",490,"Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 2: Dark Clouds","Manga Canon","2017",7.1,293,"s21 Series","2017-01-19"
"491",491,"Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 3: Recklessness","Manga Canon","2017",7.1,290,"s21 Series","2017-01-26"
"492",492,"Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 4: Cloud of Suspicion","Manga Canon","2017",7.2,289,"s21 Series","2017-02-02"
"493",493,"Shikamaru’s Story, a Cloud Drifting in the Silent Dark, Part 5: Dawn","Manga Canon","2017",7.4,298,"s21 Series","2017-02-09"
"494",494,"Hidden Leaf Story, the Perfect Day for a Wedding, Part 1: Naruto’s Wedding","Manga Canon","2017",7.3,303,"s21 Series","2017-02-16"
"495",495,"Hidden Leaf Story, the Perfect Day for a Wedding, Part 2: A Full-Powered Wedding Gift","Manga Canon","2017",6.7,313,"s21 Series","2017-02-16"
"496",496,"Hidden Leaf Story, the Perfect Day for a Wedding, Part 3: Steam and Food Pills","Manga Canon","2017",7.5,313,"s21 Series","2017-02-23"
"497",497,"Hidden Leaf Story, the Perfect Day for a Wedding, Part 4: the Kazekage’s Wedding Gift","Manga Canon","2017",7.2,301,"s21 Series","2017-03-02"
"498",498,"Hidden Leaf Story, the Perfect Day for a Wedding, Part 5: The Last Mission","Manga Canon","2017",6.8,305,"s21 Series","2017-03-09"
"499",499,"Hidden Leaf Story, the Perfect Day for a Wedding, Part 6: The Outcome of the Secret Mission","Manga Canon","2017",7.6,323,"s21 Series","2017-03-16"
"500",500,"Hidden Leaf Story, the Perfect Day for a Wedding, Part 7: The Message","Manga Canon","2017",8.8,1288,"s21 Series","2017-03-23"
